user_id,age,subscription_plan,monthly_watch_time_mins,country,favorite_genre,last_login_date,customer_support_tickets
10295,27,,760.8,Brasil,Comedia,2023-06-13,1
10296,53,Premium,1456.1,,Thriller,2023-05-26,1
10297,47,,642.2,,Thriller,2020-05-25,1
10298,28,,266.5,Chile,Romance,2022-07-01,0
10304,20,,533.5,,Romance,2020-12-22,1
10305,44,,799.0,Uruguay,Thriller,2023-02-07,0
10306,43,Premium,760.8,Colombia,Thriller,2021-03-14,0
10307,44,Premium,928.3,Colombia,Romance,2022-09-29,1
10308,33,,310.9,Uruguay,Comedia,2025-10-24,1
10309,13,,832.9,,Romance,2024-03-26,0
10310,0,,877.9,,Crime,2025-06-04,0
10311,15,,680.7,Chile,Crime,2023-06-17,0
10313,25,Premium,890.7,,Drama,2020-02-17,1
10314,39,,771.8,Colombia,Drama,2021-04-30,1
10317,26,,294.3,,Thriller,2024-06-30,1
10319,37,,839.8,,Comedia,2018-09-07,0
10320,44,,825.1,Uruguay,Documental,2021-07-08,0
10321,46,,711.7,,Crime,2018-08-23,1
10322,13,,914.2,Uruguay,Crime,2018-07-25,2
10325,23,Premium,760.8,Brasil,Romance,2023-08-22,0
10326,22,Premium,1525.6,Chile,Romance,2023-12-16,1
10327,26,,638.7,Uruguay,Comedia,2019-10-07,0
10328,37,Básico,526.0,Argentina,Thriller,2018-08-21,1
10330,40,Premium,881.2,Colombia,Drama,2018-11-25,0
10331,29,,554.8,Chile,Documental,2020-02-01,1
10332,45,,711.9,,Documental,2018-10-08,1
10333,19,,1230.1,Uruguay,Romance,2024-09-03,0
10334,29,Premium,1317.8,,Romance,2018-10-06,0
10335,29,,688.5,Brasil,Documental,2025-07-28,1
10336,38,,620.4,Argentina,Documental,2020-08-21,0
10337,37,Premium,1388.9,,Romance,2022-07-12,0
10340,28,Premium,1390.2,Chile,Documental,2020-10-05,1
10341,44,,381.4,,Thriller,2024-06-29,0
10342,38,,3640.0,Colombia,Drama,2024-09-01,0
10344,45,Premium,760.8,,Romance,2024-12-11,0
10346,22,,626.3,Brasil,Drama,2022-09-14,3
10348,59,,493.8,Uruguay,Drama,2024-07-18,1
10349,22,,559.7,Brasil,Documental,2024-05-04,2
10351,28,,0.0,,Thriller,2021-07-19,1
10352,61,,687.9,Brasil,Thriller,2020-12-04,0
10353,31,Básico,552.2,Colombia,Documental,2020-04-16,1
10354,13,,88.8,Chile,Documental,2025-07-06,0
10355,43,,363.8,Argentina,Crime,2021-07-10,0
10357,25,,65.6,Uruguay,Crime,2020-12-23,1
10358,45,Premium,976.4,Chile,Crime,2022-06-10,0
10360,30,,564.8,Chile,Crime,2025-07-14,0
10362,36,Estándar,991.4,Chile,Documental,2021-05-13,1
10363,42,,924.6,Uruguay,Documental,2023-02-16,1
10364,20,,584.7,Colombia,Thriller,2021-07-19,0
10368,40,Premium,1306.4,,Drama,2024-12-19,0
10370,30,,161.4,Argentina,Drama,2019-02-14,1
10371,13,,657.0,,Romance,2018-10-28,2
10373,33,,183.1,,Documental,2020-05-23,1
10374,20,,434.2,,Crime,2023-09-04,1
10375,32,Premium,1223.3,Uruguay,Comedia,2020-12-22,2
10376,32,,693.3,Colombia,Thriller,2019-06-27,2
10379,37,,435.5,Brasil,Drama,2020-09-27,1
10380,46,,647.0,,Crime,2022-02-22,0
10381,39,Premium,1393.4,,Documental,2021-03-13,2
10383,38,,840.6,Colombia,Romance,2022-11-30,0
10384,73,,451.8,,Romance,2024-02-04,2
10386,32,Premium,1594.9,Uruguay,Crime,2021-05-24,0
10387,41,,0.0,,Romance,2024-11-10,0
10388,57,,772.7,Colombia,Comedia,2025-05-02,0
10390,27,,824.1,Argentina,Thriller,2018-02-02,2
10391,43,,1091.4,,Drama,2025-06-28,2
10392,24,,542.3,Colombia,Romance,2024-03-21,0
10393,24,Premium,1051.5,Brasil,Comedia,2021-05-11,0
10395,32,,322.9,Uruguay,Comedia,2019-03-01,0
10396,43,,488.0,Brasil,Romance,2019-07-05,0
10397,34,,857.4,Brasil,Documental,2020-12-19,1
10398,34,,871.2,Chile,Thriller,2019-04-18,1
10399,20,,1100.3,Uruguay,Crime,2019-03-15,1
10400,20,,870.9,Chile,Thriller,2024-03-16,1
10401,38,,246.8,Uruguay,Drama,2019-09-29,0
10403,39,,494.4,Uruguay,Documental,2021-02-28,1
10404,46,,910.7,Chile,Romance,2024-10-13,1
10405,41,,795.7,Argentina,Comedia,2020-05-12,0
10406,42,Premium,1185.5,,Comedia,2021-11-05,0
10407,40,,434.8,Uruguay,Documental,2020-04-13,2
10408,36,,758.9,Chile,Drama,2025-09-16,0
10409,34,,742.4,,Comedia,2025-02-10,2
10410,30,,954.8,Uruguay,Romance,2020-12-17,1
10411,38,,1051.5,Uruguay,Crime,2023-09-02,1
10412,42,,497.4,,Thriller,2023-06-25,1
10414,46,,1015.5,Brasil,Thriller,2018-07-28,0
10416,23,Premium,760.8,Uruguay,Crime,2025-02-11,1
10418,24,,593.4,Argentina,Comedia,2021-02-07,0
10419,13,,318.0,,Comedia,2018-06-30,0
10420,45,,1464.1,Brasil,Thriller,2018-01-15,2
10422,37,Premium,1331.2,Chile,Thriller,2019-06-20,1
10423,44,Premium,1717.3,,Crime,2025-02-22,1
10424,44,,1484.1,Argentina,Documental,2020-12-08,2
10425,28,,826.7,Brasil,Crime,2019-10-24,2
10431,14,,697.9,,Romance,2018-02-09,0
10432,35,,563.2,,Crime,2019-04-04,3
10434,36,,465.0,Colombia,Thriller,2025-10-01,0
10435,18,,743.4,Chile,Romance,2019-09-03,1
10436,28,,828.8,Brasil,Crime,2024-02-13,0
10437,24,Premium,648.8,,Drama,2018-05-28,0
10439,25,,1103.0,,Comedia,2024-07-13,1
10440,34,,244.7,Argentina,Crime,2024-03-13,0
10441,36,,489.4,Brasil,Thriller,2019-08-30,1
10445,34,Básico,777.1,,Romance,2021-06-16,0
10446,46,Estándar,1087.0,,Comedia,2022-02-02,2
10449,33,Premium,1079.6,Colombia,Romance,2020-05-10,0
10450,47,,559.7,Argentina,Crime,2025-08-25,2
10452,42,,609.6,Argentina,Documental,2025-06-24,0
10454,14,,1103.7,Brasil,Crime,2021-12-19,0
10455,57,,760.8,Argentina,Romance,2024-04-12,2
10456,43,,826.3,,Crime,2022-07-23,1
10458,41,,878.2,México,Comedia,2019-09-26,0
10459,42,,821.7,,Documental,2020-08-27,1
10462,28,,273.9,Colombia,Documental,2022-08-16,1
10463,39,Premium,1091.4,,Documental,2018-04-12,1
10464,29,,414.8,Brasil,Documental,2020-01-05,0
10466,25,,475.3,Colombia,Crime,2022-08-14,0
10468,42,,3028.4,Uruguay,Crime,2020-10-13,0
10470,38,,138.0,Argentina,Thriller,2019-10-15,0
10471,38,,760.8,Chile,Thriller,2025-11-12,1
10474,23,,1315.6,Argentina,Drama,2018-06-08,1
10475,14,,604.2,Uruguay,Drama,2023-04-12,0
10476,59,,237.2,,Crime,2020-06-30,0
10477,53,,1081.9,Uruguay,Drama,2020-03-28,0
10478,15,,1014.6,Argentina,Comedia,2023-03-01,0
10479,29,,984.5,Colombia,Drama,2021-12-03,1
10480,42,,446.7,Argentina,Thriller,2021-06-04,2
10481,37,,50000.0,Chile,Thriller,2020-07-21,0
10482,46,,714.0,Uruguay,Romance,2020-07-02,0
10483,22,,2897.0,Argentina,Documental,2018-04-07,1
10484,43,,443.4,Uruguay,Documental,2025-05-27,0
10485,28,,1274.3,,Documental,2020-03-02,1
10486,42,,783.0,Argentina,Romance,2022-06-21,0
10487,43,,763.7,,Crime,2021-09-06,0
10488,37,Premium,1436.2,Uruguay,Comedia,2021-02-15,2
10489,27,,825.1,Argentina,Crime,2018-10-12,0
10490,25,,851.3,Uruguay,Thriller,2021-02-17,0
10492,40,Premium,817.6,Brasil,Romance,2025-03-12,1
10493,21,,192.5,Chile,Romance,2023-09-18,0
10494,30,Premium,1199.8,Brasil,Romance,2022-06-26,0
10496,25,Premium,800.5,Colombia,Documental,2024-01-06,1
10498,13,,509.0,Uruguay,Romance,2018-04-24,1
10499,41,,981.4,Uruguay,Comedia,2019-04-18,0
10500,13,,2549.7,Chile,Documental,2020-12-05,0
10501,24,,457.9,Argentina,Comedia,2020-01-02,1
10504,40,,223.3,Brasil,Romance,2018-06-06,0
10505,22,,631.7,Chile,Drama,2019-03-21,0
10506,44,,474.9,Argentina,Romance,2024-09-09,0
10508,48,Premium,1192.2,Argentina,Documental,2021-11-16,0
10509,37,,271.2,,Comedia,2021-07-08,0
10510,30,,546.6,Argentina,Comedia,2022-11-23,1
10511,44,Premium,431.0,Uruguay,Thriller,2024-10-19,1
10512,48,,392.6,Brasil,Documental,2023-09-26,0
10513,24,,820.0,,Romance,2019-04-19,0
10514,55,,759.5,,Documental,2022-04-27,0
10515,37,Básico,647.8,,Thriller,2024-06-19,0
10517,38,,574.5,Brasil,Documental,2020-11-09,0
10518,35,,812.3,Argentina,Romance,2018-07-01,1
10519,40,Estándar,981.9,Colombia,Comedia,2025-12-13,0
10522,36,,396.6,Chile,Romance,2023-10-31,2
10523,20,Premium,1434.9,Colombia,Crime,2024-01-15,0
10524,24,,654.9,Brasil,Documental,2025-09-14,1
10525,46,,1021.9,,Romance,2025-07-09,0
10526,37,,3293.6,Uruguay,Drama,2020-03-18,1
10528,42,Premium,1056.5,Colombia,Comedia,2022-11-02,1
10530,43,Premium,1346.0,Brasil,Documental,2025-06-13,0
10531,32,,388.8,Uruguay,Documental,2021-09-14,0
10533,21,,906.3,,Comedia,2021-07-09,1
10534,36,,1184.4,Brasil,Crime,2025-06-10,1
10535,24,,1040.4,,Romance,2019-05-26,2
10536,16,Premium,1195.2,Uruguay,Comedia,2021-05-15,2
10537,26,,889.5,Chile,Documental,2023-09-09,1
10539,38,,523.0,,Thriller,2025-06-24,0
10540,18,Premium,760.8,Chile,Thriller,2022-07-31,1
10542,39,,883.1,,Thriller,2022-07-07,0
10544,41,,292.6,,Drama,2021-04-26,1
10545,37,Premium,1412.5,,Romance,2024-03-20,1
10546,24,,0.0,Argentina,Comedia,2019-06-06,1
10547,26,,493.1,Chile,Documental,2020-02-25,1
10548,13,,701.9,Colombia,Crime,2022-09-19,0
10549,29,,364.4,Brasil,Crime,2025-06-16,0
10550,41,,371.6,Colombia,Romance,2022-04-02,1
10551,44,,1030.2,Colombia,Comedia,2025-08-06,1
10552,16,,1100.0,Argentina,Drama,2019-12-14,1
10554,52,Premium,1264.5,Chile,Documental,2024-05-20,1
10555,42,,1476.1,Uruguay,Romance,2021-05-17,0
10556,30,,927.5,,Drama,2022-07-22,2
10557,34,,1280.3,Uruguay,Comedia,2024-02-23,1
10558,23,,857.8,Uruguay,Crime,2018-01-02,0
10559,26,Premium,977.5,Colombia,Crime,2021-05-29,1
10561,40,,1071.1,Uruguay,Drama,2020-05-10,0
10563,32,,379.5,Uruguay,Drama,2024-07-03,1
10565,42,,1169.6,Colombia,Comedia,2025-05-05,1
10566,31,,1044.3,Chile,Crime,2021-08-12,2
10567,19,,1059.1,Uruguay,Comedia,2023-03-20,1
10569,28,,195.0,Argentina,Drama,2022-12-17,0
10571,56,,826.5,Chile,Crime,2020-05-25,3
10572,47,,288.1,Argentina,Drama,2023-09-25,0
10574,20,,724.7,Colombia,Romance,2019-11-27,1
10575,42,,471.5,Brasil,Thriller,2025-05-22,1
10576,24,,230.6,Uruguay,Documental,2018-12-14,0
10577,44,,404.6,Argentina,Romance,2021-03-08,2
10580,37,Básico,782.1,,Documental,2025-02-05,0
10581,31,Premium,760.8,Uruguay,Comedia,2024-12-11,2
10583,27,,211.9,Argentina,Thriller,2019-01-18,0
10584,36,,1098.1,,Comedia,2020-08-20,0
10585,17,,1185.9,Argentina,Comedia,2025-07-18,2
10586,44,Premium,760.8,Uruguay,Documental,2021-06-25,1
10587,31,,825.0,Argentina,Romance,2020-07-09,0
10589,35,,632.6,Uruguay,Documental,2019-08-27,1
10590,13,Premium,1336.3,Colombia,Thriller,2018-04-11,1
10591,33,,694.2,,Romance,2018-07-09,0
10592,29,,1154.1,,Drama,2020-09-29,0
10594,47,,384.0,Chile,Crime,2024-11-08,0
10596,39,,697.7,Argentina,Romance,2023-02-09,0
10597,36,,993.7,Chile,Romance,2022-08-25,1
10598,39,Premium,835.7,Argentina,Drama,2025-01-23,1
10599,22,,783.9,,Romance,2024-06-15,1
10600,42,,0.0,Uruguay,Crime,2020-03-07,0
10601,53,,735.8,Colombia,Crime,2025-10-23,0
10605,20,,235.1,Colombia,Comedia,2020-09-26,0
10606,28,,981.7,Colombia,Crime,2019-08-28,1
10607,37,,730.9,Chile,Comedia,2025-05-11,0
10608,13,Premium,1265.9,Colombia,Documental,2025-09-17,2
10610,30,,539.9,Brasil,Documental,2019-03-13,2
10611,13,,112.6,Argentina,Romance,2022-10-08,0
10613,13,,1483.9,Chile,Drama,2019-12-22,1
10614,28,,245.2,,Documental,2025-10-21,2
10615,23,,240.2,Argentina,Comedia,2023-10-23,1
10617,43,,214.0,Uruguay,Romance,2018-07-25,0
10618,34,,621.0,,Romance,2024-04-02,0
10619,26,,572.4,Colombia,Documental,2020-10-17,1
10620,41,Premium,974.4,Uruguay,Thriller,2019-05-13,0
10621,16,,824.3,Colombia,Comedia,2023-02-13,2
10622,32,,1415.7,Uruguay,Documental,2019-07-01,0
10623,25,Premium,843.6,Brasil,Thriller,2023-03-19,1
10624,22,,472.0,Colombia,Thriller,2025-06-27,1
10628,33,,700.9,Uruguay,Documental,2021-07-23,0
10629,48,,625.1,,Documental,2022-12-18,2
10630,59,Estándar,544.9,Colombia,Romance,2024-11-14,3
10631,22,,633.4,Chile,Comedia,2023-08-30,1
10632,44,,694.4,Chile,Documental,2022-10-14,1
10633,42,,1120.2,Colombia,Thriller,2024-02-23,1
10636,14,,1091.9,Chile,Drama,2023-04-29,2
10638,36,,574.7,Uruguay,Crime,2020-11-27,1
10641,44,,291.0,Brasil,Thriller,2021-02-09,0
10642,32,,213.4,Uruguay,Drama,2023-11-06,1
10644,52,,639.8,,Documental,2025-01-11,0
10646,41,,1435.1,Argentina,Romance,2021-01-29,0
10647,15,,1031.1,,Drama,2022-12-07,0
10648,33,,937.9,Chile,Documental,2018-11-14,1
10649,30,,0.0,Chile,Crime,2021-03-16,2
10650,50,,605.2,Uruguay,Thriller,2020-08-18,1
10651,30,Premium,760.8,,Crime,2021-01-17,2
10652,33,,225.5,,Documental,2021-10-07,0
10653,48,,2554.0,,Documental,2021-08-02,0
10654,42,Premium,1534.7,,Thriller,2024-01-22,1
10656,52,Estándar,335.2,Uruguay,Drama,2019-07-21,2
10657,46,,789.7,,Crime,2019-09-10,1
10658,27,Premium,1428.7,Uruguay,Documental,2020-08-05,2
10659,43,,175.8,Chile,Thriller,2022-04-18,1
10661,22,,549.4,Uruguay,Crime,2019-09-18,1
10663,26,,681.4,Chile,Comedia,2020-05-26,0
10664,22,Premium,1170.7,Argentina,Drama,2018-09-21,0
10665,31,,874.6,Colombia,Comedia,2022-08-27,0
10666,32,,419.6,Brasil,Documental,2022-07-28,0
10667,57,,956.9,Argentina,Comedia,2021-09-17,0
10668,35,Premium,1476.2,,Thriller,2024-02-01,1
10670,17,,226.5,Brasil,Drama,2022-08-31,0
10671,52,Premium,644.6,,Crime,2018-09-13,0
10672,40,,960.0,Colombia,Crime,2020-04-27,0
10673,38,,78.6,Chile,Thriller,2022-09-17,0
10674,31,,416.2,Chile,Drama,2022-05-15,1
10675,17,,463.9,Chile,Crime,2024-07-20,0
10676,13,,66.7,,Romance,2025-10-19,1
10678,50,,1027.4,Chile,Documental,2024-06-16,1
10679,19,,482.7,Uruguay,Crime,2022-04-08,0
